
0,2.0776130490747744,1671276202798
1,2.0379090592164815,1671276202822
2,2.03829646364964,1671276202824
3,2.0481751704364988,1671276202826
4,2.0529566155771963,1671276202829
7,2.0687710606879257,1671276202832
8,2.0789362447332635,1671276202835
15,2.077659524661433,1671276202843
16,2.0858823342958206,1671276202847
31,1.6941449223431633,1671276202857
32,1.6388927786779075,1671276202859
63,0.8583916609813704,1671276202873
64,0.8525062661634463,1671276202875
127,0.7162778563193964,1671276202903
128,0.7144377939351233,1671276202905
255,0.6901293260826404,1671276202953
256,0.6901246307578398,1671276202955
511,0.6827862597357542,1671276203068
512,0.6828839794125973,1671276203069
1023,0.6729572490983333,1671276203251
1024,0.6729279699006883,1671276203254
2047,0.6693720714386711,1671276203592
2048,0.6693690269496035,1671276203594
