
0,1.7903963812598545,1671276517709
1,1.7120146695007945,1671276546849
2,1.639168641967806,1671276575462
3,1.5747653100686647,1671276604323
4,1.5171464580192509,1671276633238
7,1.370244040642876,1671276662338
8,1.328972235414862,1671276693925
15,1.0849913311465023,1671276731851
16,1.0601861024104313,1671276766198
31,0.7741660783439506,1671276807405
32,0.7660767808366579,1671276846482
63,0.6331993850037447,1671276888399
64,0.6276453098482694,1671276921760
127,0.6046841326092134,1671276960258
128,0.6031893644613496,1671276993906
255,0.5929708181720722,1671277041542
256,0.5928221320392686,1671277075550
