
0,1.994614990494473,1671295911021
1,1.9940117480421984,1671295968176
2,1.9940062079329264,1671296046777
3,2.1939198418203687,1671296128775
4,2.195955187302345,1671296210108
7,2.193149772174876,1671296292073
8,2.1848502166472574,1671296373326
15,2.088214850446872,1671296455052
16,2.065019583238274,1671296536026
31,1.7057734854166178,1671296618430
32,1.6878604352357998,1671296698382
63,1.297463756105776,1671296780870
64,1.2890409255616473,1671296862167
127,1.0134466007779586,1671296946251
128,1.0113445811706097,1671297030034
255,0.8835440991603134,1671297117731
256,0.8829927734441924,1671297200489
511,0.8013143103659905,1671297291711
512,0.801120307927704,1671297375629
1023,0.7411087055353064,1671297479210
1024,0.7410377500981982,1671297563749
2047,0.7025231600304489,1671297692244
2048,0.7025025912501973,1671297772075
