
0,1.983857646449288,1671293465165
1,2.047923709191166,1671293465168
2,2.038101286267845,1671293465171
3,2.0587135169032575,1671293465174
4,2.050627618765339,1671293465176
7,1.9346054989289703,1671293465180
8,1.929280763402873,1671293465183
15,1.8486211907919818,1671293465188
16,1.8405540646059992,1671293465190
31,1.6918853914184817,1671293465197
32,1.6868425207895554,1671293465200
63,1.553737429490929,1671293465213
64,1.5534294779810502,1671293465216
127,1.5130205237728418,1671293465239
128,1.5131637980913974,1671293465243
255,1.4881310454555647,1671293465285
256,1.4903980273423156,1671293465287
511,1.473131406588247,1671293465370
512,1.473715491927662,1671293465373
1023,1.4640450939490548,1671293465549
1024,1.4630762415020366,1671293465552
2047,1.4642137225773617,1671293465914
2048,1.4635492145246294,1671293465916
