
0,1.9343045225305557,1671274182734
1,1.8324011149561872,1671274197919
2,1.7341007512467157,1671274216283
3,1.6419800558233526,1671274234876
4,1.558426171583667,1671274258509
7,1.3325443927784126,1671274276380
8,1.2674544198367363,1671274304084
15,0.9393997014922749,1671274333289
16,0.9137898047325433,1671274353671
31,0.6431651758422158,1671274373870
32,0.6462344557788531,1671274393389
63,0.5471381867003783,1671274414727
64,0.5576571833760466,1671274434759
127,0.5393971424867862,1671274458482
128,0.5411350664784476,1671274480431
