
0,1.7399342718174236,1671294006398
1,1.6228598699867127,1671294006398
2,1.4696387538499012,1671294006398
3,1.2974168530976473,1671294006399
4,1.2673830702857403,1671294006399
7,0.8269891497358559,1671294006399
8,0.8712638819372887,1671294006399
15,0.4790000440384619,1671294006400
16,0.5222947196681536,1671294006400
31,0.33191929384466695,1671294006400
32,0.3717169493851881,1671294006401
63,0.2625979646249731,1671294006401
64,0.27294695748353587,1671294006402
127,0.22450477737995206,1671294006403
128,0.22436540385617837,1671294006403
