
0,2.1121716856869,1671294063313
1,2.0112967339316614,1671294063314
2,1.8805749407435133,1671294063314
3,1.728674666288801,1671294063314
4,1.6166054673540207,1671294063314
7,1.251190795434099,1671294063315
8,1.3815263974592542,1671294063315
15,1.2773095594786612,1671294063315
16,1.3081907908896655,1671294063316
31,1.275303884717695,1671294063316
32,1.3031874296689274,1671294063316
63,1.25925565902466,1671294063317
64,1.2767198269935829,1671294063317
127,1.268300185988685,1671294063318
128,1.2666478080484456,1671294063318
255,1.2674205327924315,1671294063319
256,1.267478603166436,1671294063319
511,1.2673838242662945,1671294063322
512,1.267383868227398,1671294063322
1023,1.267365646897747,1671294063328
1024,1.2673656362353172,1671294063329
2047,1.2673629224659533,1671294063337
2048,1.2673629002169662,1671294063337
