
0,1.9886682917990377,1671269165026
1,2.003381544926097,1671269282569
2,2.003266129862258,1671269399325
3,2.0046712889128644,1671269520755
4,2.004669435704287,1671269641782
7,2.0004241697946474,1671269762937
8,1.997882345154608,1671269879653
15,1.9893807000748032,1671269995986
16,1.985281097337678,1671270113182
31,1.8565694332557223,1671270229737
32,1.8485020808046646,1671270478570
63,1.595744711388568,1671270729012
64,1.5878356100970308,1671270974332
127,1.2372506688741014,1671271234918
128,1.2331634909784195,1671271491367
255,0.8918059626312556,1671271782752
256,0.8903336515753862,1671272053261
511,0.6359422625823102,1671272381576
512,0.6353763492965141,1671272640983
1023,0.5153986861720822,1671272957371
1024,0.5153057582000996,1671273217675
2047,0.44659140978513145,1671273637127
2048,0.44653828575439974,1671273910456
