
0,1.9646338307445976,1671270277677
1,1.9642092492398422,1671270302907
2,1.9581137589553055,1671270328820
3,1.859360435664715,1671270354549
4,1.7875878026541256,1671270380248
7,1.2975566427517198,1671270407092
8,1.1745607598536594,1671270431577
15,0.8145769485755835,1671270456014
16,0.8024356951515036,1671270538069
31,0.650753895852904,1671270621999
32,0.645096646775754,1671270707341
63,0.5869161946879735,1671270795445
64,0.5863569216124406,1671270879997
127,0.5633021508790029,1671270966729
128,0.5631662050094487,1671271058489
255,0.5458544237971967,1671271155325
256,0.5458291835536137,1671271249777
511,0.527716464782747,1671271356042
512,0.5276258516610178,1671271448208
1023,0.5063677960838924,1671271570607
1024,0.5063514934804985,1671271663567
2047,0.4709400359644377,1671271821888
2048,0.4709197404028155,1671271923498
