
0,1.860975508770147,1671288188583
1,1.8800929423241264,1671288271305
2,1.8765260292750494,1671288365823
3,1.817958744733753,1671288450067
4,1.7665736700942578,1671288538015
7,1.3591202527777384,1671288635805
8,1.2473551426675027,1671288738947
15,0.9008337996380874,1671288837608
16,0.8745702892733108,1671288933323
31,0.7523520784952199,1671289055507
32,0.7510749905156979,1671289162380
63,0.7253006331641987,1671289256296
64,0.7244823728717877,1671289351150
127,0.696860998921766,1671289472801
128,0.6966469697669562,1671289603545
255,0.6809312434194342,1671289716036
256,0.6808721061062274,1671289812997
511,0.6650109218056866,1671289941182
512,0.6649471119922241,1671290033878
1023,0.6405160660814375,1671290185925
1024,0.6404840629990298,1671290277116
2047,0.60921179311586,1671290491558
2048,0.6091985848719428,1671290586130
