
0,2.0077859572787626,1671294036298
1,0.0,1671294036304
2,1.602535574842847,1671294036309
3,0.7426638811553987,1671294036314
4,1.1867645713416017,1671294036318
7,1.1104204630563321,1671294036325
8,1.0813051225095314,1671294036330
15,1.102509595616039,1671294036342
16,1.390549553127402E-4,1671294036347
31,1.0953935219790558,1671294036372
32,0.0024877797364646404,1671294036376
63,1.0755395555025586,1671294036421
64,1.1022409337208787,1671294036425
127,NaN,1671294036519
128,NaN,1671294036524
255,0.9124060880239665,1671294036729
256,0.9728104959671696,1671294036734
511,1.050664647744129,1671294037108
512,1.0077802803489264,1671294037113
