
0,2.320350534627637,1671294074696
1,2.256907945621946,1671294074697
2,2.161377919281228,1671294074697
3,2.083080130205289,1671294074698
4,1.9702736128433123,1671294074698
7,1.7788788619389195,1671294074699
8,1.7103967557843798,1671294074699
15,1.4772535195023015,1671294074699
16,1.4558960067611726,1671294074700
31,1.394879472263803,1671294074700
32,1.3766728708163014,1671294074701
63,1.3755340379923027,1671294074702
64,1.3720835914339213,1671294074702
127,1.388267174940478,1671294074706
128,1.3883421407214767,1671294074707
255,1.3883365297898447,1671294074712
256,1.3882733726789651,1671294074712
511,1.389312634794633,1671294074722
512,1.389387769427177,1671294074722
1023,1.3921814773918944,1671294074755
1024,1.3922526986905566,1671294074755
2047,1.4002246146787019,1671294074795
2048,1.4001215461713392,1671294074795
